,player,date,opp,result,min,fgm-a,3pm-a,ftm-a,oreb,dreb,reb,ast,stl,blk,to,pf,pts
7,sami-whitcomb,"AUG 12, 2017",SEA @ PHO,W,13,2 - 5,1 - 3,1 - 2,1,2,3,1,0,0,0,3,6
8,sami-whitcomb,"AUG 08, 2017",SEA @ CON,L,4,0 - 2,0 - 1,0 - 0,0,1,1,1,0,0,0,0,0
9,sami-whitcomb,"AUG 05, 2017",SEA @ SAN,L,21,4 - 8,2 - 6,1 - 2,2,3,5,4,3,0,1,3,11
10,sami-whitcomb,"AUG 04, 2017",SEA @ DAL,L,14,0 - 2,0 - 1,0 - 0,1,2,3,1,0,0,1,1,0
11,sami-whitcomb,"JUL 30, 2017",SEA @ MIN,L,13,1 - 4,1 - 4,0 - 0,0,1,1,1,0,0,2,1,3
12,sami-whitcomb,"JUL 28, 2017",SEA vs. DAL,W,10,3 - 5,3 - 4,0 - 0,0,2,2,2,1,0,2,2,9
13,sami-whitcomb,"JUL 25, 2017",SEA @ LAS,L,5,0 - 2,0 - 1,0 - 0,0,0,0,0,0,0,0,1,0
14,sami-whitcomb,"JUL 18, 2017",SEA vs. CHI,L,15,1 - 5,1 - 5,2 - 2,1,3,4,2,1,0,0,2,5
15,sami-whitcomb,"JUL 15, 2017",SEA vs. ATL,W,9,2 - 5,1 - 4,0 - 0,0,0,0,0,1,0,0,1,5
16,sami-whitcomb,"JUL 12, 2017",SEA vs. CON,L,10,1 - 3,1 - 3,0 - 0,0,1,1,1,0,0,0,1,3
17,sami-whitcomb,"JUL 08, 2017",SEA vs. LAS,W,13,0 - 2,0 - 1,0 - 0,0,0,0,0,0,0,0,1,0
18,sami-whitcomb,"JUL 06, 2017",SEA vs. NYL,L,19,4 - 7,2 - 5,3 - 3,1,0,1,1,1,0,0,2,13
19,sami-whitcomb,"JUL 01, 2017",SEA @ DAL,W,16,1 - 4,1 - 4,0 - 0,0,2,2,3,1,0,0,3,3
20,sami-whitcomb,"JUN 29, 2017",SEA @ CON,L,14,2 - 2,2 - 2,0 - 0,0,1,1,0,0,0,0,1,6
21,sami-whitcomb,"JUN 27, 2017",SEA @ WAS,L,22,3 - 9,2 - 7,0 - 0,3,3,6,1,0,0,2,2,8
22,sami-whitcomb,"JUN 23, 2017",SEA vs. PHO,L,10,1 - 3,0 - 2,1 - 2,0,0,0,0,0,0,1,2,3
23,sami-whitcomb,"JUN 18, 2017",SEA vs. SAN,W,16,3 - 7,1 - 5,2 - 2,0,3,3,0,1,0,1,4,9
24,sami-whitcomb,"JUN 13, 2017",SEA vs. ATL,L,9,1 - 3,1 - 3,0 - 0,0,0,0,0,3,0,2,0,3
25,sami-whitcomb,"JUN 11, 2017",SEA @ NYL,L,11,2 - 5,1 - 4,0 - 0,1,1,2,0,0,0,1,1,5
26,sami-whitcomb,"JUN 09, 2017",SEA @ IND,L,5,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
27,sami-whitcomb,"JUN 06, 2017",SEA @ SAN,W,11,1 - 3,1 - 3,0 - 0,0,0,0,0,0,0,0,2,3
28,sami-whitcomb,"JUN 03, 2017",SEA vs. MIN,L,12,0 - 2,0 - 1,0 - 0,0,0,0,2,2,0,2,1,0
29,sami-whitcomb,"MAY 28, 2017",SEA vs. IND,W,17,3 - 5,3 - 4,0 - 0,0,3,3,0,3,0,1,1,9
30,sami-whitcomb,"MAY 26, 2017",SEA vs. NYL,W,15,6 - 8,6 - 8,4 - 4,0,4,4,0,1,0,1,1,22
31,sami-whitcomb,"MAY 21, 2017",SEA vs. WAS,W,2,0 - 1,0 - 1,0 - 0,0,1,1,0,0,0,0,1,0
32,sami-whitcomb,"MAY 13, 2017",SEA @ LAS,L,7,1 - 3,1 - 3,0 - 0,0,3,3,0,0,0,3,1,3
0,ameryst-alston,"JUN 16, 2017",NYL @ DAL,W,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
1,ameryst-alston,"JUN 14, 2017",NYL @ CON,L,3,1 - 2,0 - 0,0 - 0,1,1,2,1,0,0,1,0,2
0,jessica-breland,"SEP 03, 2017",CHI vs. SEA,L,17,2 - 9,0 - 0,2 - 2,1,5,6,1,1,1,1,2,6
1,jessica-breland,"SEP 01, 2017",CHI @ MIN,L,18,1 - 5,0 - 0,0 - 0,1,2,3,3,0,0,0,4,2
2,jessica-breland,"AUG 30, 2017",CHI vs. DAL,L,31,10 - 15,0 - 0,2 - 2,1,7,8,0,0,2,0,1,22
3,jessica-breland,"AUG 27, 2017",CHI @ NYL,L,27,5 - 9,0 - 0,0 - 0,0,3,3,2,0,4,2,3,10
4,jessica-breland,"AUG 25, 2017",CHI @ CON,W,27,5 - 9,0 - 0,5 - 6,1,5,6,1,0,2,2,3,15
5,jessica-breland,"AUG 20, 2017",CHI vs. SEA,L,20,2 - 7,0 - 0,0 - 0,1,8,9,0,0,4,3,3,4
6,jessica-breland,"AUG 18, 2017",CHI vs. LAS,L,32,4 - 10,0 - 0,2 - 2,2,5,7,2,1,1,4,1,10
7,jessica-breland,"AUG 10, 2017",CHI vs. SAN,W,27,5 - 11,1 - 1,0 - 1,3,4,7,2,2,1,1,3,11
8,jessica-breland,"AUG 05, 2017",CHI vs. ATL,W,21,2 - 5,0 - 0,2 - 2,0,3,3,2,0,3,0,2,6
9,jessica-breland,"AUG 04, 2017",CHI @ IND,W,22,3 - 8,0 - 0,2 - 2,3,5,8,0,0,2,1,2,8
10,jessica-breland,"JUL 30, 2017",CHI vs. NYL,L,33,6 - 16,0 - 0,1 - 1,5,5,10,1,2,2,1,1,13
11,jessica-breland,"JUL 28, 2017",CHI vs. PHO,L,29,3 - 8,0 - 0,2 - 2,4,8,12,3,1,3,3,1,8
12,jessica-breland,"JUL 25, 2017",CHI @ CON,L,22,6 - 6,0 - 0,0 - 1,1,1,2,4,1,0,1,4,12
13,jessica-breland,"JUL 20, 2017",CHI @ LAS,W,20,4 - 6,0 - 0,0 - 0,1,6,7,2,0,1,1,1,8
14,jessica-breland,"JUL 18, 2017",CHI @ SEA,W,18,2 - 6,0 - 0,2 - 2,2,2,4,2,0,1,1,1,6
15,jessica-breland,"JUL 16, 2017",CHI @ DAL,L,42,9 - 17,0 - 0,5 - 5,2,4,6,2,0,3,1,4,23
16,jessica-breland,"JUL 14, 2017",CHI @ NYL,W,25,3 - 9,0 - 1,0 - 0,1,5,6,2,3,2,0,2,6
17,jessica-breland,"JUL 12, 2017",CHI vs. DAL,W,30,6 - 11,0 - 0,0 - 0,1,11,12,1,1,0,3,2,12
18,jessica-breland,"JUL 08, 2017",CHI vs. MIN,W,17,3 - 4,0 - 0,0 - 0,0,2,2,1,1,1,1,1,6
19,jessica-breland,"JUN 30, 2017",CHI @ SAN,L,23,5 - 8,0 - 0,0 - 0,0,1,1,4,0,2,2,1,10
20,jessica-breland,"JUN 28, 2017",CHI vs. IND,L,30,11 - 16,0 - 0,0 - 0,3,6,9,1,0,3,3,3,22
21,jessica-breland,"JUN 25, 2017",CHI vs. WAS,L,21,3 - 4,0 - 0,0 - 0,1,1,2,0,0,2,1,1,6
22,jessica-breland,"JUN 23, 2017",CHI @ ATL,W,16,3 - 5,0 - 0,0 - 0,2,4,6,1,1,2,1,2,6
23,jessica-breland,"JUN 18, 2017",CHI vs. IND,L,30,5 - 9,0 - 2,2 - 2,1,10,11,4,0,0,2,3,12
24,jessica-breland,"JUN 16, 2017",CHI @ PHO,L,26,7 - 12,3 - 6,1 - 2,0,4,4,3,2,0,2,5,18
25,jessica-breland,"JUN 10, 2017",CHI @ SAN,W,10,1 - 2,0 - 0,0 - 0,0,2,2,0,0,1,0,1,2
26,jessica-breland,"JUN 06, 2017",CHI @ LAS,L,16,1 - 6,0 - 1,3 - 4,0,1,1,1,0,1,3,1,5
27,jessica-breland,"JUN 01, 2017",CHI vs. PHO,L,13,2 - 5,0 - 0,1 - 1,3,3,6,0,0,2,2,3,5
28,jessica-breland,"MAY 28, 2017",CHI vs. CON,L,29,2 - 7,1 - 2,3 - 6,4,7,11,2,0,6,2,1,8
29,jessica-breland,"MAY 26, 2017",CHI @ WAS,L,24,4 - 8,1 - 2,0 - 0,1,5,6,2,0,0,2,1,9
30,jessica-breland,"MAY 24, 2017",CHI vs. WAS,L,31,1 - 7,0 - 2,1 - 2,3,3,6,0,1,3,2,4,3
31,jessica-breland,"MAY 21, 2017",CHI @ ATL,W,30,3 - 7,0 - 0,0 - 0,1,11,12,2,1,3,3,1,6
32,jessica-breland,"MAY 19, 2017",CHI vs. ATL,L,28,5 - 11,2 - 4,0 - 0,1,6,7,0,0,1,5,2,12
33,jessica-breland,"MAY 14, 2017",CHI @ MIN,L,29,5 - 14,0 - 0,1 - 2,4,6,10,2,1,0,6,3,11
0,adut-bulgak,"SEP 03, 2017",CHI vs. SEA,L,13,2 - 4,0 - 0,0 - 2,0,4,4,0,0,0,1,3,4
1,adut-bulgak,"SEP 01, 2017",CHI @ MIN,L,14,1 - 7,0 - 2,2 - 2,1,3,4,0,2,0,1,5,4
2,adut-bulgak,"AUG 30, 2017",CHI vs. DAL,L,4,0 - 0,0 - 0,0 - 0,0,2,2,0,0,1,0,0,0
3,adut-bulgak,"AUG 27, 2017",CHI @ NYL,L,15,0 - 1,0 - 0,0 - 0,1,4,5,0,1,0,1,1,0
4,adut-bulgak,"AUG 25, 2017",CHI @ CON,W,15,6 - 10,1 - 1,1 - 1,2,3,5,0,2,1,0,2,14
0,kahleah-copper,"SEP 03, 2017",CHI vs. SEA,L,27,7 - 11,2 - 4,2 - 2,0,5,5,2,0,0,1,3,18
1,kahleah-copper,"SEP 01, 2017",CHI @ MIN,L,30,10 - 15,1 - 3,0 - 0,0,0,0,0,2,0,2,2,21
2,kahleah-copper,"AUG 30, 2017",CHI vs. DAL,L,14,2 - 5,1 - 2,0 - 0,0,0,0,0,0,0,0,1,5
3,kahleah-copper,"AUG 27, 2017",CHI @ NYL,L,26,6 - 11,1 - 2,4 - 4,0,4,4,0,0,0,3,2,17
4,kahleah-copper,"AUG 25, 2017",CHI @ CON,W,19,2 - 5,0 - 0,2 - 2,0,3,3,0,0,0,0,3,6
5,kahleah-copper,"AUG 20, 2017",CHI vs. SEA,L,21,1 - 7,0 - 2,6 - 8,1,3,4,0,1,0,0,1,8
6,kahleah-copper,"AUG 18, 2017",CHI vs. LAS,L,15,1 - 6,0 - 2,0 - 0,0,1,1,0,0,1,0,2,2
7,kahleah-copper,"AUG 10, 2017",CHI vs. SAN,W,16,3 - 5,0 - 1,2 - 4,1,3,4,1,1,0,0,3,8
8,kahleah-copper,"AUG 05, 2017",CHI vs. ATL,W,16,2 - 5,0 - 1,3 - 4,0,0,0,1,0,0,0,1,7
9,kahleah-copper,"AUG 04, 2017",CHI @ IND,W,20,5 - 8,0 - 1,3 - 3,0,3,3,0,0,0,2,1,13
10,kahleah-copper,"JUL 30, 2017",CHI vs. NYL,L,11,2 - 3,2 - 2,2 - 2,0,2,2,1,0,0,3,0,8
11,kahleah-copper,"JUL 28, 2017",CHI vs. PHO,L,6,0 - 5,0 - 0,0 - 0,0,0,0,0,1,0,1,3,0
12,kahleah-copper,"JUL 25, 2017",CHI @ CON,L,10,0 - 2,0 - 0,0 - 0,0,2,2,0,0,0,0,1,0
13,kahleah-copper,"JUL 20, 2017",CHI @ LAS,W,9,2 - 3,0 - 0,0 - 0,0,1,1,1,1,0,0,0,4
14,kahleah-copper,"JUL 18, 2017",CHI @ SEA,W,10,4 - 6,0 - 1,1 - 1,0,0,0,0,1,0,0,2,9
15,kahleah-copper,"JUL 16, 2017",CHI @ DAL,L,22,2 - 5,1 - 1,2 - 2,1,2,3,0,0,0,0,4,7
16,kahleah-copper,"JUL 14, 2017",CHI @ NYL,W,20,6 - 9,1 - 1,0 - 0,0,3,3,0,0,0,0,0,13
17,kahleah-copper,"JUL 12, 2017",CHI vs. DAL,W,12,0 - 3,0 - 0,0 - 0,0,0,0,0,0,0,1,1,0
18,kahleah-copper,"JUL 08, 2017",CHI vs. MIN,W,18,2 - 8,0 - 0,1 - 1,1,0,1,2,1,0,2,2,5
19,kahleah-copper,"JUN 30, 2017",CHI @ SAN,L,6,1 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,2
20,kahleah-copper,"JUN 28, 2017",CHI vs. IND,L,8,2 - 3,0 - 0,0 - 0,2,1,3,2,1,0,0,0,4
21,kahleah-copper,"JUN 25, 2017",CHI vs. WAS,L,14,3 - 6,0 - 1,1 - 2,0,1,1,0,0,0,0,1,7
22,kahleah-copper,"JUN 23, 2017",CHI @ ATL,W,10,2 - 6,0 - 2,0 - 0,0,2,2,1,0,0,0,1,4
23,kahleah-copper,"JUN 18, 2017",CHI vs. IND,L,10,0 - 1,0 - 1,4 - 4,0,3,3,0,0,0,2,1,4
24,kahleah-copper,"JUN 16, 2017",CHI @ PHO,L,17,1 - 3,0 - 1,2 - 3,2,2,4,0,0,0,2,2,4
25,kahleah-copper,"JUN 10, 2017",CHI @ SAN,W,15,4 - 6,0 - 0,0 - 0,2,2,4,0,0,0,2,3,8
26,kahleah-copper,"JUN 06, 2017",CHI @ LAS,L,8,3 - 6,0 - 1,0 - 0,0,0,0,0,0,0,1,1,6
27,kahleah-copper,"JUN 01, 2017",CHI vs. PHO,L,5,1 - 1,0 - 0,0 - 0,0,1,1,0,0,0,0,1,2
28,kahleah-copper,"MAY 28, 2017",CHI vs. CON,L,10,3 - 6,0 - 0,0 - 1,0,0,0,0,0,1,0,2,6
29,kahleah-copper,"MAY 26, 2017",CHI @ WAS,L,15,3 - 6,1 - 2,3 - 3,0,5,5,0,1,0,0,0,10
30,kahleah-copper,"MAY 24, 2017",CHI vs. WAS,L,10,1 - 6,0 - 1,2 - 2,0,2,2,0,0,0,1,3,4
31,kahleah-copper,"MAY 21, 2017",CHI @ ATL,W,6,1 - 3,0 - 0,1 - 2,0,1,1,0,1,0,0,3,3
32,kahleah-copper,"MAY 19, 2017",CHI vs. ATL,L,10,2 - 5,0 - 2,1 - 1,1,1,2,0,0,0,2,1,5
33,kahleah-copper,"MAY 14, 2017",CHI @ MIN,L,16,3 - 6,0 - 0,2 - 2,0,2,2,2,0,0,3,4,8
0,stefanie-dolson,"SEP 03, 2017",CHI vs. SEA,L,24,3 - 7,0 - 1,0 - 0,2,6,8,2,0,0,4,4,6
1,stefanie-dolson,"SEP 01, 2017",CHI @ MIN,L,28,7 - 13,4 - 5,2 - 2,3,7,10,4,1,0,3,2,20
2,stefanie-dolson,"AUG 30, 2017",CHI vs. DAL,L,34,9 - 12,1 - 1,2 - 2,1,5,6,9,1,1,4,4,21
3,stefanie-dolson,"AUG 27, 2017",CHI @ NYL,L,30,7 - 10,2 - 2,6 - 7,1,3,4,1,0,1,2,4,22
4,stefanie-dolson,"AUG 25, 2017",CHI @ CON,W,28,6 - 11,0 - 2,0 - 0,0,9,9,4,2,4,3,6,12
5,stefanie-dolson,"AUG 20, 2017",CHI vs. SEA,L,27,5 - 7,0 - 0,0 - 0,1,1,2,0,0,0,5,2,10
6,stefanie-dolson,"AUG 18, 2017",CHI vs. LAS,L,44,8 - 15,2 - 4,0 - 0,3,7,10,8,0,3,4,4,18
7,stefanie-dolson,"AUG 10, 2017",CHI vs. SAN,W,25,6 - 7,0 - 0,3 - 4,0,4,4,2,0,3,2,3,15
8,stefanie-dolson,"AUG 05, 2017",CHI vs. ATL,W,29,6 - 14,1 - 2,5 - 5,0,2,2,1,1,3,2,5,18
9,stefanie-dolson,"AUG 04, 2017",CHI @ IND,W,33,5 - 11,1 - 2,0 - 0,1,4,5,2,0,0,2,4,11
10,stefanie-dolson,"JUL 30, 2017",CHI vs. NYL,L,36,5 - 9,1 - 4,0 - 0,0,2,2,2,2,2,3,4,11
11,stefanie-dolson,"JUL 28, 2017",CHI vs. PHO,L,34,13 - 21,1 - 4,2 - 3,4,4,8,2,1,1,1,3,29
12,stefanie-dolson,"JUL 25, 2017",CHI @ CON,L,21,3 - 9,2 - 4,0 - 0,1,6,7,1,1,1,2,4,8
13,stefanie-dolson,"JUL 20, 2017",CHI @ LAS,W,28,7 - 12,1 - 3,0 - 0,0,4,4,1,0,0,2,3,15
14,stefanie-dolson,"JUL 18, 2017",CHI @ SEA,W,29,2 - 7,0 - 1,4 - 4,1,7,8,4,0,0,3,4,8
15,stefanie-dolson,"JUL 16, 2017",CHI @ DAL,L,41,8 - 17,0 - 2,10 - 12,2,8,10,0,1,3,5,4,26
16,stefanie-dolson,"JUL 14, 2017",CHI @ NYL,W,32,10 - 14,2 - 3,1 - 1,1,4,5,3,1,2,2,2,23
17,stefanie-dolson,"JUL 12, 2017",CHI vs. DAL,W,22,5 - 9,1 - 3,2 - 2,3,6,9,4,1,0,3,2,13
18,stefanie-dolson,"JUL 08, 2017",CHI vs. MIN,W,26,5 - 9,2 - 3,0 - 0,1,2,3,6,0,0,2,3,12
19,stefanie-dolson,"JUN 30, 2017",CHI @ SAN,L,29,5 - 8,0 - 1,4 - 4,0,2,2,2,1,2,4,3,14
20,stefanie-dolson,"JUN 25, 2017",CHI vs. WAS,L,22,5 - 10,0 - 2,2 - 2,1,3,4,2,0,0,1,3,12
21,stefanie-dolson,"JUN 23, 2017",CHI @ ATL,W,37,8 - 12,0 - 1,3 - 3,1,7,8,3,0,0,1,3,19
22,stefanie-dolson,"JUN 18, 2017",CHI vs. IND,L,33,7 - 9,1 - 2,0 - 0,1,4,5,4,1,1,3,4,15
23,stefanie-dolson,"JUN 16, 2017",CHI @ PHO,L,16,0 - 2,0 - 0,2 - 2,0,2,2,0,1,2,1,6,2
24,stefanie-dolson,"JUN 10, 2017",CHI @ SAN,W,44,11 - 15,0 - 1,3 - 4,2,7,9,3,0,2,1,3,25
25,stefanie-dolson,"JUN 06, 2017",CHI @ LAS,L,22,5 - 9,0 - 1,0 - 0,1,6,7,1,0,0,3,5,10
26,stefanie-dolson,"JUN 01, 2017",CHI vs. PHO,L,34,7 - 12,6 - 7,1 - 2,0,5,5,6,0,2,3,1,21
27,stefanie-dolson,"MAY 28, 2017",CHI vs. CON,L,17,2 - 7,0 - 2,0 - 1,1,4,5,2,0,0,1,6,4
28,stefanie-dolson,"MAY 26, 2017",CHI @ WAS,L,32,3 - 8,0 - 1,0 - 0,0,5,5,1,0,3,3,4,6
29,stefanie-dolson,"MAY 24, 2017",CHI vs. WAS,L,31,4 - 15,0 - 2,5 - 5,7,4,11,1,0,0,0,4,13
30,stefanie-dolson,"MAY 21, 2017",CHI @ ATL,W,34,10 - 13,2 - 3,1 - 2,2,6,8,1,0,5,2,3,23
31,stefanie-dolson,"MAY 19, 2017",CHI vs. ATL,L,27,3 - 6,0 - 0,2 - 2,1,3,4,3,2,0,0,4,8
32,stefanie-dolson,"MAY 14, 2017",CHI @ MIN,L,20,4 - 6,1 - 2,0 - 0,0,2,2,0,1,2,4,4,9
0,bashaara-graves,"SEP 03, 2017",CHI vs. SEA,L,4,0 - 0,0 - 0,0 - 0,0,1,1,1,0,0,0,1,0
1,bashaara-graves,"SEP 01, 2017",CHI @ MIN,L,10,1 - 2,0 - 0,1 - 3,1,0,1,0,2,0,1,1,3
2,bashaara-graves,"AUG 30, 2017",CHI vs. DAL,L,6,0 - 1,0 - 0,0 - 0,0,0,0,1,0,0,1,1,0
3,bashaara-graves,"AUG 27, 2017",CHI @ NYL,L,8,0 - 2,0 - 0,0 - 0,0,3,3,0,0,0,1,0,0
4,bashaara-graves,"AUG 25, 2017",CHI @ CON,W,7,2 - 3,0 - 0,0 - 0,1,0,1,0,0,0,0,0,4
5,bashaara-graves,"AUG 20, 2017",CHI vs. SEA,L,20,3 - 5,0 - 0,1 - 2,2,2,4,1,0,0,1,0,7
6,bashaara-graves,"AUG 18, 2017",CHI vs. LAS,L,10,0 - 0,0 - 0,2 - 2,1,1,2,1,0,0,1,1,2
7,bashaara-graves,"AUG 10, 2017",CHI vs. SAN,W,6,3 - 3,0 - 0,0 - 0,0,0,0,0,0,0,0,2,6
8,bashaara-graves,"AUG 05, 2017",CHI vs. ATL,W,12,0 - 3,0 - 0,0 - 0,0,4,4,0,0,1,0,0,0
9,bashaara-graves,"AUG 04, 2017",CHI @ IND,W,11,2 - 3,0 - 0,0 - 0,1,6,7,1,0,0,1,2,4
0,amber-harris,"SEP 03, 2017",CHI vs. SEA,L,4,0 - 2,0 - 1,0 - 0,0,1,1,0,0,0,0,1,0
1,amber-harris,"SEP 01, 2017",CHI @ MIN,L,2,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
2,amber-harris,"AUG 30, 2017",CHI vs. DAL,L,4,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0
3,amber-harris,"AUG 27, 2017",CHI @ NYL,L,1,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0
4,amber-harris,"AUG 25, 2017",CHI @ CON,W,3,1 - 2,0 - 0,0 - 0,0,1,1,0,0,0,1,0,2
5,amber-harris,"AUG 20, 2017",CHI vs. SEA,L,10,1 - 3,0 - 0,0 - 0,0,2,2,1,0,0,0,0,2
6,amber-harris,"AUG 18, 2017",CHI vs. LAS,L,7,2 - 4,0 - 0,0 - 0,0,3,3,0,0,0,0,1,4
7,amber-harris,"AUG 10, 2017",CHI vs. SAN,W,12,0 - 4,0 - 2,0 - 0,2,1,3,1,0,2,1,1,0
8,amber-harris,"AUG 05, 2017",CHI vs. ATL,W,9,2 - 5,0 - 0,0 - 0,0,1,1,0,0,1,0,2,4
9,amber-harris,"AUG 04, 2017",CHI @ IND,W,9,1 - 1,0 - 0,0 - 0,1,3,4,0,1,2,0,0,2
10,amber-harris,"JUL 30, 2017",CHI vs. NYL,L,11,1 - 2,0 - 0,0 - 2,2,2,4,0,0,1,0,1,2
11,amber-harris,"JUL 28, 2017",CHI vs. PHO,L,7,1 - 2,0 - 0,0 - 0,0,2,2,0,0,0,1,0,2
12,amber-harris,"JUL 25, 2017",CHI @ CON,L,11,1 - 3,0 - 1,0 - 0,1,1,2,0,0,1,1,1,2
13,amber-harris,"JUL 16, 2017",CHI @ DAL,L,4,0 - 0,0 - 0,2 - 2,0,0,0,0,1,0,0,1,2
14,amber-harris,"JUL 12, 2017",CHI vs. DAL,W,6,2 - 2,0 - 0,0 - 0,0,0,0,0,0,1,0,1,4
15,amber-harris,"JUL 08, 2017",CHI vs. MIN,W,8,1 - 3,0 - 0,0 - 0,1,1,2,1,0,0,0,1,2
16,amber-harris,"JUN 30, 2017",CHI @ SAN,L,3,0 - 1,0 - 1,0 - 0,1,2,3,0,0,0,0,0,0
17,amber-harris,"JUN 28, 2017",CHI vs. IND,L,10,1 - 4,0 - 2,0 - 0,0,3,3,1,0,0,0,1,2
18,amber-harris,"JUN 25, 2017",CHI vs. WAS,L,5,0 - 1,0 - 0,0 - 0,0,1,1,0,0,0,1,0,0
19,amber-harris,"JUN 23, 2017",CHI @ ATL,W,2,0 - 0,0 - 0,0 - 0,1,0,1,0,0,0,1,0,0
20,amber-harris,"JUN 16, 2017",CHI @ PHO,L,4,1 - 1,0 - 0,1 - 2,2,0,2,0,0,0,0,0,3
21,amber-harris,"JUN 06, 2017",CHI @ LAS,L,1,1 - 1,0 - 0,0 - 0,1,0,1,0,0,0,0,0,2
22,amber-harris,"JUN 01, 2017",CHI vs. PHO,L,1,0 - 1,0 - 1,0 - 0,0,0,0,0,0,0,0,0,0
23,amber-harris,"MAY 28, 2017",CHI vs. CON,L,5,0 - 1,0 - 1,2 - 2,0,1,1,1,1,0,1,1,2
24,amber-harris,"MAY 26, 2017",CHI @ WAS,L,3,1 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,0,2
25,amber-harris,"MAY 21, 2017",CHI @ ATL,W,9,0 - 1,0 - 1,0 - 0,0,4,4,0,0,1,0,1,0
26,amber-harris,"MAY 19, 2017",CHI vs. ATL,L,8,2 - 3,0 - 1,0 - 0,0,1,1,0,0,0,0,0,4
0,jordan-hooper,"SEP 03, 2017",CHI vs. SEA,L,18,3 - 5,2 - 4,0 - 0,0,5,5,1,1,0,0,2,8
1,jordan-hooper,"SEP 01, 2017",CHI @ MIN,L,22,2 - 5,2 - 4,1 - 2,0,2,2,0,0,0,0,1,7
2,jordan-hooper,"AUG 30, 2017",CHI vs. DAL,L,16,0 - 4,0 - 2,0 - 0,1,3,4,2,0,0,1,2,0
3,jordan-hooper,"AUG 27, 2017",CHI @ NYL,L,17,1 - 4,1 - 3,0 - 0,0,0,0,0,1,0,2,1,3
4,jordan-hooper,"AUG 25, 2017",CHI @ CON,W,16,4 - 7,4 - 7,0 - 0,0,3,3,1,0,0,0,0,12
5,jordan-hooper,"AUG 20, 2017",CHI vs. SEA,L,24,3 - 7,1 - 4,0 - 0,0,1,1,1,2,0,0,0,7
6,jordan-hooper,"AUG 18, 2017",CHI vs. LAS,L,22,2 - 5,2 - 5,0 - 0,0,3,3,1,0,1,1,2,6
7,jordan-hooper,"AUG 10, 2017",CHI vs. SAN,W,20,3 - 7,2 - 6,0 - 0,0,3,3,0,0,0,1,0,8
8,jordan-hooper,"AUG 05, 2017",CHI vs. ATL,W,14,1 - 5,1 - 5,0 - 0,0,0,0,0,0,0,0,1,3
9,jordan-hooper,"AUG 04, 2017",CHI @ IND,W,16,2 - 8,2 - 6,0 - 0,0,1,1,0,1,0,0,0,6
10,jordan-hooper,"JUL 30, 2017",ATL vs. WAS,L,5,0 - 3,0 - 3,0 - 0,0,0,0,0,0,0,0,0,0
11,jordan-hooper,"JUL 28, 2017",ATL vs. MIN,L,6,1 - 2,1 - 2,0 - 0,0,2,2,0,0,0,0,0,3
12,jordan-hooper,"JUL 25, 2017",ATL vs. PHO,W,4,0 - 1,0 - 1,0 - 0,0,0,0,0,0,0,0,0,0
13,jordan-hooper,"JUL 19, 2017",ATL @ WAS,L,3,1 - 1,1 - 1,0 - 0,0,0,0,0,1,0,0,0,3
14,jordan-hooper,"JUL 18, 2017",ATL vs. SAN,W,6,1 - 2,1 - 2,0 - 0,0,0,0,0,0,0,0,0,3
15,jordan-hooper,"JUL 15, 2017",ATL @ SEA,L,4,0 - 0,0 - 0,0 - 0,0,1,1,1,0,0,0,2,0
16,jordan-hooper,"JUL 12, 2017",ATL @ PHO,L,9,1 - 2,1 - 1,0 - 0,1,2,3,0,2,0,0,0,3
17,jordan-hooper,"JUL 09, 2017",ATL vs. DAL,W,5,0 - 1,0 - 1,0 - 0,0,0,0,1,1,0,0,1,0
18,jordan-hooper,"JUL 07, 2017",ATL vs. IND,W,14,2 - 5,1 - 3,1 - 1,1,1,2,1,0,0,1,1,6
19,jordan-hooper,"JUL 05, 2017",ATL @ DAL,L,9,4 - 7,3 - 5,2 - 3,0,0,0,0,0,0,0,0,13
20,jordan-hooper,"JUN 30, 2017",ATL vs. LAS,L,5,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,1,0,0
21,jordan-hooper,"JUN 23, 2017",ATL vs. CHI,L,9,2 - 4,1 - 1,0 - 0,0,3,3,0,0,0,0,0,5
22,jordan-hooper,"JUN 15, 2017",ATL @ IND,L,10,1 - 5,1 - 4,0 - 0,0,2,2,0,0,0,0,0,3
23,jordan-hooper,"JUN 13, 2017",ATL @ SEA,W,4,1 - 1,1 - 1,0 - 0,0,0,0,0,0,0,0,0,3
24,jordan-hooper,"JUN 10, 2017",ATL @ CON,L,9,2 - 6,1 - 3,0 - 0,0,0,0,0,0,0,2,2,5
25,jordan-hooper,"MAY 31, 2017",CON @ WAS,L,3,0 - 1,0 - 1,0 - 0,0,0,0,0,0,0,0,0,0
26,jordan-hooper,"MAY 26, 2017",CON vs. MIN,L,6,0 - 1,0 - 0,0 - 0,0,1,1,0,0,0,0,1,0
